 epoch      loss_v   loss_lamB   loss_lamC   loss_lamE        runtime(s)
  9620    0.000158    0.000000    0.000000        0.000000   1075.8395
  9630    0.001270    0.000000    0.000000        0.000000   1076.9238
  9640    0.004770    0.000000    0.000000        0.000000   1077.9813
  9650    0.001147    0.000000    0.000000        0.000000   1079.0803
  9660    0.000951    0.000000    0.000000        0.000000   1080.1949
  9670    0.000432    0.000000    0.000000        0.000000   1081.3320
  9680    0.000158    0.000000    0.000000        0.000000   1082.5221
  9690    0.000128    0.000000    0.000000        0.000000   1083.8036
  9700    0.000157    0.000000    0.000000        0.000000   1084.9758
  9710    0.000629    0.000000    0.000000        0.000000   1086.0873
  9720    0.006953    0.000000    0.000001        0.000000   1087.1810
  9730    0.002363    0.000000    0.000000        0.000000   1088.3553
  9740    0.000617    0.000000    0.000000        0.000000   1089.4736
  9750    0.000167    0.000000    0.000000        0.000000   1090.5498
  9760    0.000178    0.000000    0.000000        0.000000   1091.7335
  9770    0.000180    0.000000    0.000000        0.000000   1092.9001
  9780    0.000138    0.000000    0.000000        0.000000   1093.9454
  9790    0.000095    0.000000    0.000000        0.000000   1095.0573
  9800    0.000057    0.000000    0.000000        0.000000   1096.2036
  9810    0.000033    0.000000    0.000000        0.000000   1097.3740
  9820    0.000064    0.000000    0.000000        0.000000   1098.4521
  9830    0.000688    0.000000    0.000000        0.000000   1099.4938
  9840    0.009832    0.000000    0.000001        0.000000   1100.6051
  9850    0.001403    0.000000    0.000000        0.000000   1101.7338
  9860    0.000773    0.000000    0.000000        0.000000   1102.8610
  9870    0.000232    0.000000    0.000000        0.000000   1104.0005
  9880    0.000141    0.000000    0.000000        0.000000   1105.1068
  9890    0.000054    0.000000    0.000000        0.000000   1106.2717
  9900    0.000051    0.000000    0.000000        0.000000   1107.3205
  9910    0.000176    0.000000    0.000000        0.000000   1108.4629
  9920    0.000545    0.000000    0.000000        0.000000   1109.6006
  9930    0.009798    0.000000    0.000001        0.000000   1110.6637
  9940    0.002560    0.000000    0.000000        0.000000   1111.8460
  9950    0.000139    0.000000    0.000000        0.000000   1112.9187
  9960    0.000452    0.000000    0.000000        0.000000   1113.9871
  9970    0.000097    0.000000    0.000000        0.000000   1115.1069
  9980    0.000133    0.000000    0.000000        0.000000   1116.1949
  9990    0.000140    0.000000    0.000000        0.000000   1117.4072
